pop_cd,year,month,avg_score,avg_rat,new_avg_rat,sex,ages,monthly_spend_rat,population,num_opencard,num_usecard,monthly_card_spend,monthly_lc,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_payment,credit_card_installments_payment,debit_card_payment,monthly_spend,date
Y40,2017,3,784,3,5,남자,40대,1,5138000,3.52,1.99,1850000,108640000,93210000,72610000,1500000,5070000,3910000,1400000,16320000,42090000,32720000,37400000,111120000,1140000,262000,448000,1588000,2017-03-01
Y40,2017,4,784,3,5,남자,40대,1,5130000,3.53,2.0,2040000,109000000,93550000,72770000,1520000,5150000,3910000,1400000,16330000,42260000,32880000,37550000,111650000,1256000,282000,502000,1758000,2017-04-01
Y40,2017,5,785,3,4,남자,40대,1,5129000,3.53,2.0,1960000,109500000,94000000,73070000,1530000,5190000,3900000,1410000,16320000,42520000,33070000,37750000,112090000,1204000,282000,474000,1678000,2017-05-01
Y40,2017,6,785,3,4,남자,40대,1,5129000,3.54,2.01,2120000,109990000,94380000,73250000,1550000,5260000,3890000,1430000,16310000,42720000,33250000,37980000,112490000,1312000,293000,515000,1827000,2017-06-01
Y40,2017,7,785,3,4,남자,40대,1,5133000,3.54,2.01,2020000,110680000,95050000,73780000,1560000,5300000,3890000,1410000,16350000,43100000,33510000,38200000,113110000,1254000,279000,487000,1741000,2017-07-01
Y40,2017,8,786,3,4,남자,40대,1,5136000,3.54,2.02,2160000,111260000,95620000,74270000,1580000,5330000,3880000,1430000,16480000,43350000,33680000,38630000,113170000,1326000,325000,509000,1835000,2017-08-01
Y40,2017,9,786,3,4,남자,40대,1,5135000,3.56,2.03,2100000,111710000,96060000,74620000,1590000,5360000,3870000,1440000,16610000,43580000,33740000,39090000,113150000,1312000,276000,512000,1824000,2017-09-01
Y40,2017,10,786,3,4,남자,40대,1,5135000,3.56,2.03,2060000,112220000,96480000,74930000,1590000,5360000,3870000,1470000,16720000,43870000,33780000,39400000,113440000,1284000,284000,492000,1776000,2017-10-01
Y40,2017,11,786,3,4,남자,40대,1,5138000,3.56,2.04,2060000,112770000,97010000,75280000,1620000,5410000,3880000,1520000,16740000,44130000,33990000,39750000,113810000,1262000,283000,515000,1777000,2017-11-01
Y40,2017,12,787,3,4,남자,40대,1,5160000,3.56,2.04,2090000,113350000,97430000,75590000,1630000,5450000,3900000,1530000,16790000,44360000,34130000,39990000,114100000,1284000,308000,498000,1782000,2017-12-01
Y45,2016,1,764,4,5,여자,40대,2,4515000,4.25,2.62,1650000,77210000,65360000,48840000,1700000,3240000,4000000,660000,8420000,31760000,22720000,21050000,94760000,870000,339000,441000,1311000,2016-01-01
Y45,2016,2,808,3,3,여자,40대,2,4708000,3.77,2.15,1570000,79670000,67420000,50320000,1680000,3190000,4100000,640000,8440000,32250000,24320000,20880000,96920000,813000,330000,427000,1240000,2016-02-01
Y45,2016,3,809,3,3,여자,40대,2,4712000,3.79,2.15,1490000,79860000,67500000,50330000,1680000,3190000,4100000,680000,8520000,32230000,24330000,20930000,97250000,773000,296000,421000,1194000,2016-03-01
Y45,2016,4,809,3,3,여자,40대,2,4702000,3.8,2.16,1610000,80410000,67890000,50610000,1680000,3210000,4130000,710000,8530000,32360000,24580000,21020000,97680000,838000,327000,445000,1283000,2016-04-01
Y45,2016,5,810,3,3,여자,40대,2,4705000,3.8,2.16,1540000,81090000,68420000,50960000,1700000,3230000,4140000,720000,8540000,32580000,24870000,21170000,98320000,806000,308000,426000,1232000,2016-05-01
Y45,2016,6,810,3,3,여자,40대,1,4705000,3.81,2.17,1670000,81910000,69070000,51390000,1710000,3280000,4180000,740000,8570000,32890000,25160000,21400000,99020000,882000,326000,462000,1344000,2016-06-01
Y45,2016,7,810,3,3,여자,40대,2,4708000,3.8,2.17,1600000,82420000,69620000,51710000,1720000,3300000,4210000,780000,8590000,33170000,25390000,21550000,99780000,853000,309000,438000,1291000,2016-07-01
Y45,2016,8,811,3,3,여자,40대,1,4706000,3.81,2.18,1680000,83050000,70250000,52150000,1730000,3320000,4230000,800000,8600000,33560000,25610000,21700000,100570000,899000,338000,443000,1342000,2016-08-01
Y45,2016,9,811,3,3,여자,40대,1,4709000,3.82,2.18,1710000,83740000,70920000,52480000,1750000,3360000,4370000,820000,8600000,34010000,25790000,21930000,101340000,922000,320000,468000,1390000,2016-09-01
Y45,2016,10,811,3,3,여자,40대,2,4709000,3.82,2.19,1600000,84360000,71440000,52800000,1760000,3370000,4420000,830000,8630000,34210000,26090000,21990000,101950000,855000,310000,435000,1290000,2016-10-01
Y45,2016,11,812,3,3,여자,40대,2,4709000,3.82,2.19,1680000,85170000,72140000,53210000,1780000,3400000,4480000,860000,8650000,34590000,26370000,22180000,102840000,887000,344000,449000,1336000,2016-11-01
Y45,2016,12,812,3,3,여자,40대,2,4716000,3.82,2.19,1680000,85770000,72630000,53400000,1810000,3440000,4560000,880000,8670000,34840000,26560000,22340000,103460000,882000,352000,446000,1328000,2016-12-01
Y45,2017,1,812,3,3,여자,40대,1,4742000,3.81,2.19,1750000,86250000,73040000,53520000,1820000,3490000,4630000,900000,8720000,34990000,26750000,22450000,104060000,945000,354000,451000,1396000,2017-01-01
Y45,2017,2,812,3,3,여자,40대,1,4741000,3.81,2.19,1720000,86600000,73250000,53420000,1840000,3510000,4660000,1030000,8710000,35000000,26960000,22540000,104450000,941000,344000,435000,1376000,2017-02-01
Y45,2017,3,812,3,3,여자,40대,2,4733000,3.82,2.2,1630000,86870000,73510000,53580000,1850000,3520000,4700000,1050000,8720000,35150000,27050000,22660000,104830000,884000,319000,427000,1311000,2017-03-01
Y45,2017,4,812,3,3,여자,40대,1,4719000,3.84,2.21,1780000,87150000,73820000,53690000,1870000,3580000,4710000,1050000,8720000,35350000,27150000,22800000,105300000,963000,347000,470000,1433000,2017-04-01
Y45,2017,5,813,3,2,여자,40대,1,4714000,3.84,2.21,1680000,87500000,74190000,53930000,1880000,3610000,4700000,1070000,8710000,35580000,27300000,22980000,105780000,918000,329000,433000,1351000,2017-05-01
Y45,2017,6,812,3,3,여자,40대,1,4710000,3.85,2.22,1850000,87810000,74460000,54030000,1900000,3660000,4700000,1090000,8710000,35770000,27350000,23130000,106060000,1007000,354000,489000,1496000,2017-06-01
Y45,2017,7,813,3,2,여자,40대,1,4712000,3.85,2.23,1740000,88230000,74900000,54360000,1910000,3690000,4690000,1090000,8730000,36050000,27480000,23320000,106630000,957000,329000,454000,1411000,2017-07-01
Y45,2017,8,813,3,2,여자,40대,1,4712000,3.86,2.24,1850000,88550000,75250000,54620000,1920000,3720000,4680000,1110000,8740000,36260000,27600000,23530000,106690000,1021000,362000,467000,1488000,2017-08-01
Y45,2017,9,813,3,2,여자,40대,1,4709000,3.88,2.25,1820000,88690000,75400000,54660000,1940000,3740000,4680000,1140000,8760000,36460000,27500000,23780000,106510000,1014000,328000,478000,1492000,2017-09-01
Y45,2017,10,814,3,2,여자,40대,1,4707000,3.89,2.25,1800000,88930000,75610000,54750000,1950000,3760000,4680000,1170000,8810000,36720000,27400000,23970000,106690000,997000,346000,457000,1454000,2017-10-01
Y45,2017,11,814,3,2,여자,40대,1,4709000,3.89,2.26,1790000,89240000,75900000,54900000,1970000,3800000,4690000,1210000,8810000,36920000,27460000,24180000,106930000,968000,343000,479000,1447000,2017-11-01
Y45,2017,12,814,3,2,여자,40대,1,4732000,3.89,2.26,1840000,89590000,76170000,55070000,1980000,3820000,4720000,1220000,8830000,37110000,27520000,24340000,107100000,989000,380000,471000,1460000,2017-12-01
Y50,2016,1,743,4,5,남자,50대,1,4644000,3.55,2.33,1650000,106190000,92560000,74600000,1100000,4020000,2800000,650000,19060000,35230000,36650000,33910000,114280000,944000,272000,434000,1378000,2016-01-01
Y50,2016,2,781,4,5,남자,50대,2,4788000,2.81,1.6,1460000,106950000,93350000,75390000,1070000,3800000,2650000,600000,19550000,34100000,38150000,32990000,116810000,815000,262000,383000,1198000,2016-02-01
Y50,2016,3,782,4,5,남자,50대,2,4800000,2.81,1.61,1360000,106890000,93240000,75190000,1080000,3820000,2650000,630000,19680000,33980000,38000000,32990000,117020000,774000,220000,366000,1140000,2016-03-01
Y50,2016,4,782,4,5,남자,50대,2,4819000,2.82,1.61,1490000,107420000,93610000,75430000,1080000,3840000,2660000,660000,19680000,34150000,38200000,33070000,117500000,855000,241000,394000,1249000,2016-04-01
Y50,2016,5,782,4,5,남자,50대,2,4831000,2.82,1.61,1450000,107950000,93990000,75650000,1090000,3890000,2660000,680000,19680000,34320000,38400000,33230000,117930000,829000,240000,381000,1210000,2016-05-01
Y50,2016,6,783,4,5,남자,50대,2,4842000,2.82,1.62,1540000,108600000,94540000,75960000,1100000,3940000,2680000,700000,19700000,34580000,38640000,33430000,118510000,890000,243000,407000,1297000,2016-06-01
Y50,2016,7,783,4,5,남자,50대,2,4852000,2.82,1.62,1520000,109040000,94990000,76190000,1120000,3960000,2700000,740000,19700000,34840000,38830000,33530000,119170000,883000,241000,396000,1279000,2016-07-01
Y50,2016,8,784,3,5,남자,50대,2,4861000,2.82,1.62,1570000,109500000,95440000,76460000,1130000,3990000,2720000,760000,19700000,35140000,38960000,33670000,119710000,899000,277000,394000,1293000,2016-08-01
Y50,2016,9,784,4,5,남자,50대,2,4870000,2.83,1.63,1570000,110060000,95960000,76660000,1150000,4020000,2840000,790000,19680000,35550000,39050000,33840000,120170000,908000,248000,414000,1322000,2016-09-01
Y50,2016,10,784,3,5,남자,50대,2,4877000,2.83,1.63,1510000,110510000,96320000,76850000,1160000,4030000,2870000,800000,19700000,35710000,39250000,33900000,120580000,874000,244000,392000,1266000,2016-10-01
Y50,2016,11,785,3,4,남자,50대,2,4886000,2.83,1.63,1570000,111180000,96910000,77170000,1190000,4050000,2900000,820000,19730000,36020000,39460000,34070000,121330000,897000,265000,408000,1305000,2016-11-01
Y50,2016,12,785,3,4,남자,50대,2,4895000,2.83,1.64,1550000,111680000,97310000,77300000,1210000,4100000,2950000,840000,19740000,36230000,39610000,34200000,121850000,890000,253000,407000,1297000,2016-12-01
Y50,2017,1,786,3,4,남자,50대,1,4926000,2.82,1.64,1650000,112070000,97610000,77350000,1220000,4170000,2980000,860000,19810000,36370000,39720000,34300000,122300000,969000,265000,416000,1385000,2017-01-01
Y50,2017,2,785,3,4,남자,50대,2,4930000,2.83,1.64,1610000,112180000,97600000,77130000,1250000,4190000,3000000,940000,19750000,36410000,39700000,34330000,122450000,939000,275000,396000,1335000,2017-02-01
Y50,2017,3,785,3,4,남자,50대,2,4942000,2.84,1.64,1470000,112390000,97760000,77200000,1270000,4220000,3010000,950000,19760000,36530000,39720000,34410000,122720000,862000,235000,373000,1235000,2017-03-01
Y50,2017,4,785,3,4,남자,50대,1,4949000,2.85,1.65,1650000,112650000,97970000,77240000,1290000,4270000,3010000,960000,19740000,36720000,39760000,34500000,123170000,972000,258000,420000,1392000,2017-04-01
Y50,2017,5,786,3,4,남자,50대,1,4956000,2.85,1.66,1600000,112920000,98190000,77360000,1300000,4300000,3010000,960000,19710000,36920000,39800000,34650000,123440000,941000,258000,401000,1342000,2017-05-01
Y50,2017,6,786,3,4,남자,50대,1,4961000,2.86,1.66,1710000,113280000,98470000,77470000,1320000,4360000,3010000,970000,19680000,37160000,39840000,34830000,123720000,1009000,267000,434000,1443000,2017-06-01
Y50,2017,7,786,3,4,남자,50대,1,4964000,2.86,1.67,1650000,113690000,98830000,77700000,1340000,4400000,3020000,970000,19690000,37440000,39920000,34960000,124170000,979000,257000,414000,1393000,2017-07-01
Y50,2017,8,786,3,4,남자,50대,1,4970000,2.87,1.67,1750000,114020000,99090000,77860000,1350000,4430000,3020000,980000,19680000,37640000,39960000,35160000,124230000,1017000,299000,434000,1451000,2017-08-01
Y50,2017,9,786,3,4,남자,50대,1,4962000,2.89,1.69,1700000,114370000,99350000,78020000,1370000,4460000,3020000,1000000,19680000,37860000,39980000,35470000,124250000,1005000,256000,439000,1444000,2017-09-01
Y50,2017,10,787,3,4,남자,50대,1,4962000,2.9,1.69,1700000,114650000,99520000,78130000,1380000,4470000,3010000,1030000,19720000,38020000,39960000,35650000,124370000,1004000,267000,429000,1433000,2017-10-01
Y50,2017,11,786,3,4,남자,50대,1,4965000,2.9,1.7,1700000,114910000,99740000,78230000,1410000,4520000,3020000,1070000,19670000,38190000,40020000,35880000,124490000,981000,268000,451000,1432000,2017-11-01
Y50,2017,12,787,3,4,남자,50대,1,5000000,2.89,1.7,1720000,115320000,100010000,78390000,1420000,4560000,3040000,1080000,19700000,38350000,40110000,36060000,124650000,1001000,280000,439000,1440000,2017-12-01
Y55,2016,1,770,3,5,여자,50대,3,4400000,3.75,2.42,1320000,85630000,73760000,55610000,1350000,2680000,3820000,440000,10780000,31000000,30030000,19850000,103980000,646000,336000,338000,984000,2016-01-01
Y55,2016,2,811,3,3,여자,50대,3,4464000,3.07,1.76,1170000,86280000,74310000,56200000,1310000,2520000,3720000,420000,11070000,30210000,31140000,19640000,104760000,565000,308000,297000,862000,2016-02-01
Y55,2016,3,811,3,3,여자,50대,3,4475000,3.08,1.76,1090000,86340000,74290000,56100000,1320000,2530000,3730000,450000,11150000,30170000,31070000,19630000,105070000,536000,271000,283000,819000,2016-03-01
Y55,2016,4,812,3,3,여자,50대,3,4491000,3.1,1.77,1210000,86820000,74620000,56270000,1320000,2550000,3750000,470000,11140000,30360000,31200000,19680000,105450000,589000,307000,314000,903000,2016-04-01
Y55,2016,5,812,3,3,여자,50대,3,4501000,3.1,1.78,1170000,87430000,75110000,56580000,1330000,2580000,3770000,480000,11140000,30570000,31470000,19790000,106030000,576000,296000,298000,874000,2016-05-01
Y55,2016,6,812,3,3,여자,50대,3,4507000,3.11,1.78,1250000,88160000,75680000,56910000,1340000,2610000,3810000,500000,11160000,30860000,31710000,19960000,106600000,618000,310000,322000,940000,2016-06-01
Y55,2016,7,813,3,2,여자,50대,3,4515000,3.11,1.79,1210000,88600000,76130000,57130000,1350000,2630000,3850000,520000,11150000,31100000,31910000,20040000,107220000,610000,296000,304000,914000,2016-07-01
Y55,2016,8,814,3,2,여자,50대,3,4520000,3.12,1.79,1250000,89160000,76670000,57460000,1370000,2650000,3870000,530000,11160000,31420000,32120000,20150000,107890000,625000,321000,304000,929000,2016-08-01
Y55,2016,9,813,3,2,여자,50대,3,4524000,3.13,1.8,1270000,89720000,77190000,57670000,1380000,2680000,3990000,540000,11140000,31800000,32250000,20310000,108400000,643000,305000,322000,965000,2016-09-01
Y55,2016,10,814,3,2,여자,50대,3,4529000,3.14,1.81,1230000,90310000,77690000,57930000,1390000,2690000,4040000,550000,11140000,31990000,32560000,20340000,109060000,619000,306000,305000,924000,2016-10-01
Y55,2016,11,814,3,2,여자,50대,3,4534000,3.14,1.81,1290000,90980000,78290000,58220000,1410000,2710000,4090000,570000,11150000,32330000,32780000,20460000,109820000,634000,333000,323000,957000,2016-11-01
Y55,2016,12,814,3,2,여자,50대,3,4539000,3.15,1.82,1270000,91450000,78680000,58350000,1430000,2750000,4140000,580000,11150000,32580000,32910000,20560000,110290000,629000,327000,314000,943000,2016-12-01
Y55,2017,1,815,3,2,여자,50대,3,4563000,3.14,1.82,1310000,91920000,79090000,58460000,1440000,2790000,4200000,590000,11180000,32770000,33080000,20640000,110840000,661000,328000,321000,982000,2017-01-01
Y55,2017,2,814,3,2,여자,50대,3,4570000,3.15,1.83,1290000,92300000,79330000,58410000,1470000,2800000,4220000,680000,11150000,32850000,33250000,20700000,111280000,660000,322000,308000,968000,2017-02-01
Y55,2017,3,815,3,2,여자,50대,3,4588000,3.16,1.83,1190000,92590000,79580000,58560000,1480000,2810000,4250000,690000,11160000,33030000,33310000,20770000,111650000,600000,289000,301000,901000,2017-03-01
Y55,2017,4,815,3,2,여자,50대,2,4600000,3.18,1.84,1340000,92870000,79850000,58640000,1490000,2840000,4260000,700000,11140000,33240000,33380000,20840000,112060000,682000,328000,330000,1012000,2017-04-01
Y55,2017,5,815,3,2,여자,50대,3,4607000,3.19,1.85,1290000,93150000,80150000,58800000,1500000,2870000,4250000,710000,11120000,33490000,33440000,20970000,112430000,658000,315000,317000,975000,2017-05-01
Y55,2017,6,815,3,2,여자,50대,2,4613000,3.2,1.86,1400000,93460000,80420000,58900000,1510000,2920000,4260000,720000,11100000,33730000,33480000,21070000,112760000,714000,338000,348000,1062000,2017-06-01
Y55,2017,7,815,3,2,여자,50대,2,4616000,3.21,1.87,1330000,93850000,80810000,59140000,1520000,2940000,4270000,720000,11080000,34020000,33570000,21200000,113260000,688000,315000,327000,1015000,2017-07-01
Y55,2017,8,815,3,2,여자,50대,2,4623000,3.22,1.88,1400000,94190000,81140000,59350000,1540000,2960000,4270000,740000,11080000,34250000,33660000,21370000,113530000,715000,343000,342000,1057000,2017-08-01
Y55,2017,9,816,3,2,여자,50대,2,4617000,3.24,1.89,1370000,94410000,81310000,59380000,1560000,3000000,4280000,760000,11050000,34510000,33590000,21560000,113570000,716000,312000,342000,1058000,2017-09-01
Y55,2017,10,816,3,2,여자,50대,2,4619000,3.26,1.9,1400000,94620000,81480000,59420000,1560000,3000000,4290000,800000,11070000,34750000,33490000,21700000,113740000,721000,338000,341000,1062000,2017-10-01
Y55,2017,11,816,3,2,여자,50대,2,4624000,3.27,1.91,1380000,94860000,81710000,59510000,1590000,3040000,4310000,830000,11010000,34950000,33530000,21830000,113980000,699000,334000,347000,1046000,2017-11-01
Y55,2017,12,816,3,2,여자,50대,2,4658000,3.26,1.91,1410000,95190000,81920000,59610000,1590000,3060000,4340000,830000,11010000,35170000,33540000,21910000,114190000,710000,356000,344000,1054000,2017-12-01
Y60,2016,1,775,3,5,남자,60대,3,3076000,2.97,2.01,1120000,102050000,89900000,73440000,780000,2640000,1920000,340000,20700000,28090000,39930000,25630000,118140000,643000,200000,277000,920000,2016-01-01
Y60,2016,2,817,3,2,남자,60대,3,2948000,2.12,1.23,900000,99710000,87710000,71790000,700000,2320000,1750000,300000,20410000,26480000,39760000,23620000,116510000,511000,177000,212000,723000,2016-02-01
Y60,2016,3,817,3,2,남자,60대,3,2970000,2.13,1.23,840000,99670000,87620000,71660000,710000,2340000,1760000,310000,20520000,26440000,39580000,23610000,116950000,483000,147000,210000,693000,2016-03-01
Y60,2016,4,818,3,2,남자,60대,3,2994000,2.14,1.23,960000,100080000,87900000,71820000,710000,2350000,1770000,320000,20540000,26580000,39700000,23670000,117450000,553000,168000,239000,792000,2016-04-01
Y60,2016,5,818,3,2,남자,60대,3,3013000,2.14,1.24,940000,100510000,88210000,72000000,720000,2370000,1780000,330000,20550000,26700000,39870000,23720000,117970000,548000,169000,223000,771000,2016-05-01
Y60,2016,6,818,3,2,남자,60대,3,3029000,2.14,1.24,990000,101020000,88580000,72220000,730000,2400000,1790000,340000,20570000,26880000,40030000,23830000,118470000,578000,173000,239000,817000,2016-06-01
Y60,2016,7,818,3,2,남자,60대,3,3044000,2.14,1.24,980000,101300000,88820000,72280000,740000,2420000,1800000,360000,20590000,27030000,40090000,23780000,118970000,575000,169000,236000,811000,2016-07-01
Y60,2016,8,819,3,2,남자,60대,3,3057000,2.14,1.25,1000000,101680000,89200000,72490000,750000,2440000,1800000,380000,20610000,27260000,40210000,23810000,119560000,576000,196000,228000,804000,2016-08-01
Y60,2016,9,819,3,2,남자,60대,3,3072000,2.15,1.25,980000,102160000,89640000,72690000,760000,2460000,1870000,390000,20610000,27530000,40360000,23900000,120140000,573000,173000,234000,807000,2016-09-01
Y60,2016,10,819,3,2,남자,60대,3,3088000,2.15,1.26,1000000,102660000,90060000,72930000,770000,2470000,1890000,400000,20650000,27700000,40560000,23940000,120750000,576000,190000,234000,810000,2016-10-01
Y60,2016,11,820,3,2,남자,60대,3,3107000,2.15,1.26,1020000,103340000,90660000,73300000,790000,2480000,1910000,410000,20720000,27950000,40820000,24060000,121540000,585000,194000,241000,826000,2016-11-01
Y60,2016,12,820,3,2,남자,60대,3,3124000,2.15,1.26,1000000,103800000,91010000,73450000,810000,2510000,1930000,420000,20780000,28110000,40940000,24140000,122070000,579000,181000,240000,819000,2016-12-01
Y60,2017,1,820,3,2,남자,60대,3,3148000,2.15,1.26,1050000,104000000,91190000,73430000,820000,2550000,1950000,430000,20840000,28230000,40920000,24120000,122480000,620000,186000,244000,864000,2017-01-01
Y60,2017,2,820,3,2,남자,60대,3,3169000,2.16,1.27,1010000,104460000,91500000,73530000,850000,2570000,1970000,450000,20850000,28360000,41070000,24130000,123070000,595000,189000,226000,821000,2017-02-01
Y60,2017,3,820,3,2,남자,60대,3,3180000,2.16,1.27,920000,104730000,91670000,73590000,870000,2590000,1990000,460000,20860000,28490000,41080000,24200000,123470000,546000,158000,216000,762000,2017-03-01
Y60,2017,4,820,3,2,남자,60대,3,3200000,2.17,1.28,1070000,104910000,91800000,73590000,890000,2620000,1990000,470000,20840000,28620000,41080000,24210000,123830000,639000,183000,248000,887000,2017-04-01
Y60,2017,5,820,3,2,남자,60대,3,3214000,2.18,1.28,1040000,105070000,91910000,73630000,900000,2640000,1990000,470000,20820000,28800000,41040000,24330000,124040000,617000,184000,239000,856000,2017-05-01
Y60,2017,6,820,3,2,남자,60대,3,3228000,2.18,1.29,1110000,105370000,92140000,73710000,910000,2690000,2000000,470000,20820000,28970000,41080000,24420000,124400000,659000,190000,261000,920000,2017-06-01
Y60,2017,7,820,3,2,남자,60대,3,3241000,2.19,1.29,1080000,105600000,92280000,73760000,920000,2710000,2000000,470000,20780000,29140000,41080000,24430000,124730000,650000,182000,248000,898000,2017-07-01
Y60,2017,8,820,3,2,남자,60대,3,3254000,2.19,1.3,1120000,105870000,92470000,73890000,940000,2730000,2000000,480000,20760000,29290000,41120000,24520000,124960000,654000,212000,254000,908000,2017-08-01
Y60,2017,9,821,3,2,남자,60대,3,3283000,2.21,1.31,1090000,106110000,92620000,73930000,960000,2760000,2000000,490000,20720000,29460000,41130000,24660000,125090000,647000,181000,262000,909000,2017-09-01
Y60,2017,10,821,3,2,남자,60대,3,3301000,2.21,1.31,1140000,106370000,92820000,74000000,960000,2780000,2010000,520000,20760000,29550000,41190000,24770000,125380000,677000,204000,259000,936000,2017-10-01
Y60,2017,11,821,3,2,남자,60대,3,3321000,2.22,1.32,1120000,106760000,93140000,74200000,990000,2820000,2020000,550000,20720000,29730000,41340000,24910000,125790000,652000,202000,266000,918000,2017-11-01
Y60,2017,12,821,3,2,남자,60대,3,3368000,2.21,1.32,1140000,107110000,93400000,74380000,1000000,2840000,2030000,550000,20750000,29860000,41440000,24970000,126100000,669000,202000,269000,938000,2017-12-01
Y65,2016,1,785,3,4,여자,60대,4,2898000,2.95,2.0,840000,80320000,69480000,53690000,1060000,1750000,2710000,300000,11930000,24490000,31490000,16570000,98980000,393000,244000,203000,596000,2016-01-01
Y65,2016,2,824,3,1,여자,60대,4,2740000,2.03,1.14,710000,78670000,67770000,52690000,980000,1560000,2470000,270000,11550000,23240000,31510000,15800000,95940000,328000,208000,174000,502000,2016-02-01
Y65,2016,3,824,3,1,여자,60대,4,2761000,2.04,1.14,670000,78830000,67780000,52620000,990000,1570000,2470000,280000,11620000,23260000,31430000,15800000,96350000,314000,183000,173000,487000,2016-03-01
Y65,2016,4,824,3,1,여자,60대,4,2784000,2.05,1.15,760000,79330000,68120000,52820000,990000,1580000,2500000,290000,11630000,23430000,31570000,15810000,96920000,354000,213000,193000,547000,2016-04-01
Y65,2016,5,825,3,1,여자,60대,4,2802000,2.06,1.16,740000,79770000,68430000,52990000,1000000,1590000,2500000,300000,11640000,23540000,31740000,15860000,97390000,350000,207000,183000,533000,2016-05-01
