pop_cd,year,month,avg_score,avg_rat,new_avg_rat,sex,ages,monthly_spend_rat,population,num_opencard,num_usecard,monthly_card_spend,monthly_lc,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_payment,credit_card_installments_payment,debit_card_payment,monthly_spend,date
Y65,2016,6,825,3,1,여자,60대,4,2819000,2.06,1.16,780000,80420000,68830000,53210000,1020000,1620000,2530000,310000,11660000,23720000,31920000,15960000,97950000,372000,216000,192000,564000,2016-06-01
Y65,2016,7,825,3,1,여자,60대,4,2834000,2.06,1.17,750000,80880000,69240000,53380000,1020000,1640000,2570000,320000,11690000,23930000,32080000,15980000,98620000,365000,204000,181000,546000,2016-07-01
Y65,2016,8,826,3,1,여자,60대,4,2847000,2.07,1.18,780000,81350000,69650000,53590000,1040000,1650000,2580000,340000,11690000,24160000,32240000,16020000,99260000,369000,222000,189000,558000,2016-08-01
Y65,2016,9,826,3,1,여자,60대,4,2862000,2.09,1.19,780000,81800000,70000000,53730000,1050000,1670000,2660000,340000,11680000,24420000,32320000,16140000,99720000,376000,208000,196000,572000,2016-09-01
Y65,2016,10,826,3,1,여자,60대,4,2877000,2.09,1.19,790000,82350000,70450000,53940000,1060000,1680000,2700000,350000,11740000,24630000,32480000,16210000,100320000,376000,225000,189000,565000,2016-10-01
Y65,2016,11,827,3,1,여자,60대,4,2895000,2.1,1.2,810000,82910000,70940000,54170000,1090000,1690000,2730000,360000,11780000,24870000,32680000,16290000,101000000,380000,235000,195000,575000,2016-11-01
Y65,2016,12,827,3,1,여자,60대,4,2912000,2.11,1.2,790000,83370000,71340000,54320000,1110000,1720000,2780000,370000,11800000,25070000,32820000,16360000,101590000,376000,226000,188000,564000,2016-12-01
Y65,2017,1,827,3,1,여자,60대,4,2935000,2.11,1.21,810000,83710000,71660000,54430000,1130000,1740000,2810000,380000,11840000,25210000,32940000,16400000,102110000,392000,227000,191000,583000,2017-01-01
Y65,2017,2,827,3,1,여자,60대,4,2953000,2.12,1.22,800000,84220000,71990000,54530000,1160000,1750000,2830000,420000,11830000,25340000,33110000,16440000,102710000,391000,222000,187000,578000,2017-02-01
Y65,2017,3,827,3,1,여자,60대,4,2963000,2.13,1.22,720000,84530000,72190000,54660000,1180000,1760000,2860000,430000,11850000,25460000,33150000,16460000,103150000,347000,195000,178000,525000,2017-03-01
Y65,2017,4,827,3,1,여자,60대,4,2983000,2.15,1.23,840000,84840000,72500000,54760000,1200000,1790000,2880000,440000,11870000,25670000,33220000,16530000,103820000,409000,232000,199000,608000,2017-04-01
Y65,2017,5,827,3,1,여자,60대,4,2997000,2.15,1.24,810000,85040000,72700000,54830000,1210000,1810000,2890000,450000,11860000,25850000,33240000,16600000,104120000,398000,222000,190000,588000,2017-05-01
Y65,2017,6,827,3,1,여자,60대,4,3011000,2.17,1.25,870000,85220000,72880000,54890000,1220000,1860000,2910000,450000,11860000,26020000,33230000,16680000,104490000,429000,238000,203000,632000,2017-06-01
Y65,2017,7,828,3,1,여자,60대,4,3023000,2.17,1.26,830000,85540000,73170000,55050000,1230000,1880000,2910000,440000,11850000,26250000,33280000,16760000,104920000,413000,221000,196000,609000,2017-07-01
Y65,2017,8,828,3,1,여자,60대,4,3035000,2.18,1.26,860000,85830000,73440000,55180000,1250000,1900000,2920000,460000,11830000,26430000,33370000,16860000,105330000,422000,239000,199000,621000,2017-08-01
Y65,2017,9,828,3,1,여자,60대,4,3062000,2.2,1.28,840000,86080000,73620000,55230000,1260000,1920000,2930000,470000,11820000,26620000,33340000,16960000,105600000,420000,216000,204000,624000,2017-09-01
Y65,2017,10,829,3,1,여자,60대,4,3078000,2.22,1.29,890000,86370000,73870000,55290000,1270000,1940000,2940000,520000,11860000,26740000,33420000,17040000,106000000,443000,250000,197000,640000,2017-10-01
Y65,2017,11,829,3,1,여자,60대,4,3096000,2.23,1.3,870000,86650000,74120000,55380000,1290000,1960000,2960000,550000,11810000,26910000,33530000,17120000,106380000,423000,241000,206000,629000,2017-11-01
Y65,2017,12,829,3,1,여자,60대,4,3143000,2.22,1.29,880000,87000000,74380000,55530000,1290000,1980000,2980000,540000,11810000,27070000,33620000,17200000,106690000,428000,250000,202000,630000,2017-12-01
Y70,2016,1,795,3,4,남자,70대,4,1747000,2.25,1.62,610000,87870000,77460000,65010000,310000,1170000,1150000,180000,18420000,19680000,38920000,18770000,104580000,340000,119000,151000,491000,2016-01-01
Y70,2016,2,831,3,1,남자,70대,4,1764000,1.2,0.68,470000,86010000,75650000,63740000,230000,940000,1070000,170000,17800000,18310000,39200000,17770000,102180000,262000,97000,111000,373000,2016-02-01
Y70,2016,3,831,3,1,남자,70대,4,1767000,1.21,0.68,440000,86260000,75730000,63780000,240000,940000,1080000,180000,17940000,18370000,39070000,17690000,102510000,248000,84000,108000,356000,2016-03-01
Y70,2016,4,832,3,1,남자,70대,4,1774000,1.22,0.68,510000,86560000,75880000,63860000,240000,950000,1080000,180000,17930000,18460000,39130000,17630000,103150000,290000,98000,122000,412000,2016-04-01
Y70,2016,5,832,3,1,남자,70대,4,1778000,1.22,0.69,500000,86970000,76180000,64070000,250000,960000,1090000,180000,17970000,18550000,39300000,17690000,103700000,290000,98000,112000,402000,2016-05-01
Y70,2016,6,832,3,1,남자,70대,4,1785000,1.22,0.69,530000,87690000,76600000,64380000,260000,970000,1100000,190000,18040000,18650000,39530000,17930000,104410000,305000,101000,124000,429000,2016-06-01
Y70,2016,7,833,3,1,남자,70대,4,1795000,1.22,0.69,520000,88080000,76880000,64490000,260000,970000,1110000,200000,18110000,18740000,39640000,17940000,104950000,302000,98000,120000,422000,2016-07-01
Y70,2016,8,834,3,1,남자,70대,4,1805000,1.23,0.7,540000,88540000,77210000,64700000,270000,980000,1110000,200000,18200000,18860000,39760000,17970000,105440000,305000,114000,121000,426000,2016-08-01
Y70,2016,9,834,3,1,남자,70대,4,1816000,1.23,0.71,530000,89130000,77640000,64960000,280000,990000,1140000,200000,18260000,19070000,39900000,18060000,105970000,301000,101000,128000,429000,2016-09-01
Y70,2016,10,835,3,1,남자,70대,4,1826000,1.24,0.71,560000,89720000,78080000,65210000,290000,990000,1170000,220000,18360000,19280000,40030000,18160000,106600000,308000,126000,126000,434000,2016-10-01
Y70,2016,11,835,3,1,남자,70대,4,1834000,1.24,0.72,560000,90250000,78570000,65490000,300000,1010000,1200000,230000,18460000,19490000,40210000,18210000,107340000,308000,115000,137000,445000,2016-11-01
Y70,2016,12,836,3,1,남자,70대,4,1841000,1.25,0.72,540000,90730000,78940000,65680000,320000,1020000,1210000,240000,18520000,19670000,40320000,18340000,107860000,303000,107000,130000,433000,2016-12-01
Y70,2017,1,836,3,1,남자,70대,4,1850000,1.25,0.73,570000,91080000,79290000,65840000,320000,1040000,1210000,240000,18650000,19840000,40360000,18340000,108430000,319000,110000,141000,460000,2017-01-01
Y70,2017,2,836,3,1,남자,70대,4,1860000,1.26,0.73,530000,91510000,79510000,65910000,340000,1060000,1210000,250000,18680000,19970000,40400000,18350000,108820000,309000,107000,114000,423000,2017-02-01
Y70,2017,3,836,3,1,남자,70대,4,1878000,1.27,0.73,490000,91960000,79730000,66030000,350000,1070000,1230000,250000,18730000,20070000,40460000,18400000,109410000,281000,92000,117000,398000,2017-03-01
Y70,2017,4,836,3,1,남자,70대,4,1888000,1.28,0.74,590000,92090000,79770000,66020000,370000,1080000,1230000,250000,18700000,20180000,40400000,18460000,110000000,340000,110000,140000,480000,2017-04-01
Y70,2017,5,837,3,1,남자,70대,4,1897000,1.29,0.75,580000,92290000,79880000,66030000,370000,1100000,1230000,260000,18710000,20290000,40390000,18450000,110400000,332000,108000,140000,472000,2017-05-01
Y70,2017,6,837,3,1,남자,70대,4,1907000,1.29,0.75,610000,92410000,79920000,66030000,380000,1130000,1230000,260000,18710000,20450000,40270000,18470000,110610000,352000,114000,144000,496000,2017-06-01
Y70,2017,7,838,3,1,남자,70대,4,1918000,1.3,0.76,600000,92680000,80050000,66060000,390000,1140000,1230000,240000,18720000,20560000,40270000,18480000,110970000,347000,108000,145000,492000,2017-07-01
Y70,2017,8,838,3,1,남자,70대,4,1929000,1.31,0.76,620000,93100000,80320000,66230000,390000,1160000,1230000,250000,18720000,20660000,40420000,18520000,111460000,354000,127000,139000,493000,2017-08-01
Y70,2017,9,838,3,1,남자,70대,4,1940000,1.32,0.77,590000,93380000,80470000,66360000,400000,1180000,1230000,260000,18730000,20760000,40450000,18640000,111670000,345000,107000,138000,483000,2017-09-01
Y70,2017,10,839,3,1,남자,70대,4,1951000,1.33,0.78,660000,93730000,80740000,66500000,400000,1180000,1240000,320000,18780000,20780000,40650000,18730000,112110000,370000,136000,154000,524000,2017-10-01
Y70,2017,11,839,3,1,남자,70대,4,1961000,1.33,0.78,620000,94060000,80940000,66640000,410000,1200000,1250000,330000,18740000,20900000,40760000,18770000,112370000,345000,124000,151000,496000,2017-11-01
Y70,2017,12,839,3,1,남자,70대,4,2011000,1.31,0.77,620000,94510000,81260000,66880000,420000,1210000,1280000,330000,18790000,20980000,40940000,18780000,112760000,353000,121000,146000,499000,2017-12-01
Y75,2016,1,784,3,5,여자,70대,5,1638000,2.06,1.58,460000,73310000,63180000,51100000,490000,730000,1830000,210000,10050000,19620000,32860000,13610000,82490000,194000,134000,132000,326000,2016-01-01
Y75,2016,2,821,3,2,여자,70대,5,1686000,0.97,0.48,370000,73000000,62730000,51280000,370000,570000,1700000,210000,9570000,18870000,33790000,13410000,80000000,155000,104000,111000,266000,2016-02-01
Y75,2016,3,821,3,2,여자,70대,5,1689000,0.97,0.49,340000,73390000,62940000,51390000,380000,580000,1720000,220000,9650000,18950000,33830000,13360000,80500000,149000,93000,98000,247000,2016-03-01
Y75,2016,4,821,3,2,여자,70대,5,1695000,0.98,0.49,390000,73770000,63080000,51460000,390000,580000,1720000,220000,9640000,19050000,33870000,13260000,80950000,166000,110000,114000,280000,2016-04-01
Y75,2016,5,822,3,2,여자,70대,5,1699000,0.99,0.5,380000,74130000,63290000,51570000,400000,590000,1740000,220000,9650000,19100000,34010000,13240000,81400000,165000,107000,108000,273000,2016-05-01
Y75,2016,6,822,3,2,여자,70대,5,1705000,0.99,0.5,400000,74800000,63590000,51730000,410000,600000,1780000,240000,9660000,19230000,34140000,13290000,81880000,174000,112000,114000,288000,2016-06-01
Y75,2016,7,823,3,1,여자,70대,5,1714000,0.99,0.5,390000,75190000,63800000,51800000,430000,600000,1760000,250000,9710000,19310000,34220000,13220000,82270000,174000,106000,110000,284000,2016-07-01
Y75,2016,8,823,3,1,여자,70대,5,1723000,1.0,0.51,410000,75510000,63990000,51860000,440000,610000,1770000,280000,9710000,19430000,34270000,13210000,82550000,177000,115000,118000,295000,2016-08-01
Y75,2016,9,824,3,1,여자,70대,5,1734000,1.01,0.51,400000,75750000,64070000,51790000,450000,620000,1790000,280000,9730000,19560000,34180000,13200000,82690000,178000,107000,115000,293000,2016-09-01
Y75,2016,10,824,3,1,여자,70대,5,1743000,1.01,0.52,420000,76180000,64340000,51910000,470000,640000,1820000,290000,9750000,19700000,34270000,13200000,83160000,181000,122000,117000,298000,2016-10-01
Y75,2016,11,824,3,1,여자,70대,5,1752000,1.02,0.52,420000,76720000,64730000,52050000,490000,650000,1860000,300000,9790000,19860000,34440000,13290000,83740000,178000,122000,120000,298000,2016-11-01
Y75,2016,12,825,3,1,여자,70대,5,1760000,1.02,0.53,410000,77180000,65050000,52190000,510000,660000,1880000,310000,9810000,20040000,34530000,13400000,84200000,177000,116000,117000,294000,2016-12-01
Y75,2017,1,825,3,1,여자,70대,5,1769000,1.03,0.54,420000,77300000,65220000,52210000,520000,660000,1880000,310000,9920000,20110000,34510000,13400000,84530000,184000,118000,118000,302000,2017-01-01
Y75,2017,2,825,3,1,여자,70대,5,1779000,1.04,0.54,410000,77820000,65420000,52170000,550000,680000,1920000,310000,9960000,20220000,34520000,13400000,84900000,185000,113000,112000,297000,2017-02-01
Y75,2017,3,826,3,1,여자,70대,5,1797000,1.05,0.55,380000,78150000,65500000,52160000,570000,690000,1940000,320000,9970000,20290000,34500000,13400000,85290000,162000,102000,116000,278000,2017-03-01
Y75,2017,4,826,3,1,여자,70대,5,1806000,1.06,0.56,450000,78370000,65530000,52060000,600000,690000,1960000,340000,9970000,20410000,34380000,13360000,85700000,194000,122000,134000,328000,2017-04-01
Y75,2017,5,826,3,1,여자,70대,5,1814000,1.07,0.56,430000,78610000,65680000,52080000,610000,710000,1960000,330000,10000000,20510000,34390000,13380000,86100000,190000,117000,123000,313000,2017-05-01
Y75,2017,6,826,3,1,여자,70대,4,1825000,1.08,0.57,460000,78860000,65810000,52060000,630000,740000,1970000,340000,9990000,20640000,34390000,13350000,86400000,203000,125000,132000,335000,2017-06-01
Y75,2017,7,827,3,1,여자,70대,5,1836000,1.08,0.57,440000,79010000,65820000,52020000,630000,750000,1970000,320000,10000000,20750000,34280000,13360000,86570000,200000,117000,123000,323000,2017-07-01
Y75,2017,8,827,3,1,여자,70대,5,1849000,1.1,0.58,450000,79210000,65840000,51990000,640000,760000,1960000,330000,9970000,20810000,34240000,13360000,86660000,201000,125000,124000,325000,2017-08-01
Y75,2017,9,827,3,1,여자,70대,5,1861000,1.11,0.58,440000,79270000,65810000,51900000,650000,780000,1960000,340000,9950000,20850000,34170000,13440000,86610000,197000,112000,131000,328000,2017-09-01
Y75,2017,10,827,3,1,여자,70대,4,1871000,1.12,0.59,480000,79510000,65960000,51890000,650000,790000,1960000,420000,10030000,20890000,34200000,13490000,86980000,211000,137000,132000,343000,2017-10-01
Y75,2017,11,828,3,1,여자,70대,5,1883000,1.13,0.6,450000,79930000,66180000,51970000,670000,800000,1970000,450000,9930000,21020000,34350000,13510000,87290000,197000,125000,128000,325000,2017-11-01
Y75,2017,12,828,3,1,여자,70대,4,1933000,1.11,0.59,460000,80200000,66330000,52070000,670000,810000,1980000,450000,9950000,21130000,34360000,13560000,87560000,200000,128000,132000,332000,2017-12-01
Y80,2016,1,793,3,4,남자,80대,5,723000,1.64,1.34,330000,82110000,72560000,62400000,90000,350000,970000,150000,15210000,14640000,42530000,15020000,97600000,172000,58000,100000,272000,2016-01-01
Y80,2016,2,825,3,1,남자,80대,5,715000,0.52,0.25,270000,83760000,73620000,63500000,80000,300000,950000,150000,14960000,14820000,43690000,14830000,98530000,143000,45000,82000,225000,2016-02-01
Y80,2016,3,825,3,1,남자,80대,5,725000,0.52,0.25,250000,84510000,74360000,64090000,80000,300000,1070000,150000,15190000,14930000,44080000,15090000,99020000,134000,40000,76000,210000,2016-03-01
Y80,2016,4,825,3,1,남자,80대,5,736000,0.52,0.25,280000,84990000,74560000,64190000,80000,310000,1070000,150000,15170000,15050000,44190000,15180000,99420000,152000,48000,80000,232000,2016-04-01
Y80,2016,5,825,3,1,남자,80대,5,745000,0.52,0.25,280000,85430000,74860000,64400000,80000,320000,1050000,150000,15180000,15170000,44350000,15150000,99850000,154000,46000,80000,234000,2016-05-01
Y80,2016,6,825,3,1,남자,80대,5,753000,0.52,0.25,280000,85800000,74890000,64370000,90000,330000,1050000,160000,15190000,15180000,44350000,15150000,100010000,158000,49000,73000,231000,2016-06-01
Y80,2016,7,825,3,1,남자,80대,5,759000,0.52,0.25,280000,86710000,75560000,64890000,90000,310000,1070000,160000,15350000,15310000,44730000,15120000,100910000,162000,47000,71000,233000,2016-07-01
Y80,2016,8,827,3,1,남자,80대,5,765000,0.52,0.25,300000,87010000,75830000,65040000,90000,320000,1060000,180000,15440000,15430000,44790000,15120000,101350000,167000,52000,81000,248000,2016-08-01
Y80,2016,9,827,3,1,남자,80대,5,773000,0.53,0.26,290000,87220000,75870000,65030000,90000,320000,1130000,180000,15440000,15510000,44750000,15080000,101310000,161000,47000,82000,243000,2016-09-01
Y80,2016,10,827,3,1,남자,80대,5,781000,0.53,0.26,320000,87900000,76400000,65440000,100000,310000,1140000,180000,15590000,15590000,45040000,15140000,101920000,177000,63000,80000,257000,2016-10-01
Y80,2016,11,828,3,1,남자,80대,5,790000,0.53,0.26,310000,88600000,76900000,65750000,100000,320000,1150000,190000,15720000,15840000,45160000,15210000,102480000,175000,56000,79000,254000,2016-11-01
Y80,2016,12,828,3,1,남자,80대,5,799000,0.53,0.26,290000,89230000,77340000,66060000,110000,320000,1180000,210000,15760000,15970000,45430000,15410000,102950000,162000,53000,75000,237000,2016-12-01
Y80,2017,1,829,3,1,남자,80대,5,811000,0.53,0.27,310000,89850000,77870000,66560000,110000,320000,1240000,200000,15930000,16060000,45700000,15330000,103710000,176000,52000,82000,258000,2017-01-01
Y80,2017,2,829,3,1,남자,80대,5,822000,0.54,0.27,280000,90150000,78040000,66670000,120000,330000,1210000,220000,15970000,16100000,45770000,15470000,104030000,164000,48000,68000,232000,2017-02-01
Y80,2017,3,829,3,1,남자,80대,5,832000,0.54,0.27,250000,90740000,78480000,67020000,130000,340000,1200000,230000,16060000,16190000,46020000,15420000,104730000,141000,42000,67000,208000,2017-03-01
Y80,2017,4,829,3,1,남자,80대,5,844000,0.55,0.27,310000,90780000,78350000,66810000,130000,340000,1200000,250000,16090000,16190000,45850000,15190000,105080000,175000,53000,82000,257000,2017-04-01
Y80,2017,5,829,3,1,남자,80대,5,853000,0.55,0.27,350000,90450000,77840000,66290000,140000,360000,1210000,240000,15840000,16210000,45570000,15270000,104560000,217000,50000,83000,300000,2017-05-01
Y80,2017,6,829,3,1,남자,80대,5,861000,0.55,0.27,320000,90990000,78150000,66560000,140000,370000,1200000,230000,15890000,16340000,45690000,15160000,104990000,181000,55000,84000,265000,2017-06-01
Y80,2017,7,830,3,1,남자,80대,5,867000,0.55,0.27,320000,91220000,78130000,66580000,140000,370000,1170000,240000,15850000,16390000,45660000,15030000,105060000,188000,51000,81000,269000,2017-07-01
Y80,2017,8,830,3,1,남자,80대,5,874000,0.55,0.27,350000,91420000,78170000,66510000,140000,370000,1170000,250000,15830000,16460000,45650000,15080000,105110000,198000,58000,94000,292000,2017-08-01
Y80,2017,9,830,3,1,남자,80대,5,882000,0.56,0.28,330000,91870000,78310000,66640000,150000,360000,1160000,240000,15910000,16460000,45700000,15160000,105220000,184000,51000,95000,279000,2017-09-01
Y80,2017,10,830,3,1,남자,80대,5,890000,0.56,0.28,380000,91790000,78080000,66320000,150000,370000,1150000,290000,15920000,16370000,45540000,15150000,104920000,203000,70000,107000,310000,2017-10-01
Y80,2017,11,831,3,1,남자,80대,5,897000,0.57,0.28,320000,92560000,78360000,66580000,160000,360000,1130000,300000,15780000,16430000,45900000,15140000,105230000,174000,59000,87000,261000,2017-11-01
Y80,2017,12,831,3,1,남자,80대,5,947000,0.54,0.27,340000,93240000,78790000,66940000,160000,370000,1150000,300000,15810000,16600000,46130000,15160000,105680000,177000,59000,104000,281000,2017-12-01
Y85,2016,1,775,3,5,여자,80대,5,725000,1.45,1.28,210000,76330000,65570000,55670000,150000,220000,1360000,170000,8540000,17650000,39170000,14410000,79690000,86000,52000,72000,158000,2016-01-01
Y85,2016,2,814,3,2,여자,80대,5,744000,0.39,0.15,170000,79080000,67790000,57980000,120000,220000,1270000,130000,8310000,17960000,41330000,15490000,81600000,70000,37000,63000,133000,2016-02-01
Y85,2016,3,814,3,2,여자,80대,5,756000,0.4,0.15,160000,79710000,68140000,58280000,120000,230000,1290000,130000,8350000,18080000,41530000,15770000,81780000,66000,33000,61000,127000,2016-03-01
Y85,2016,4,814,3,2,여자,80대,5,769000,0.4,0.16,180000,80160000,68230000,58280000,120000,230000,1310000,130000,8400000,18170000,41460000,15580000,82010000,76000,39000,65000,141000,2016-04-01
Y85,2016,5,815,3,2,여자,80대,5,778000,0.4,0.16,180000,80940000,68720000,58560000,130000,240000,1340000,150000,8480000,18220000,41840000,15400000,82760000,73000,39000,68000,141000,2016-05-01
Y85,2016,6,815,3,2,여자,80대,5,788000,0.4,0.16,190000,81240000,68540000,58300000,130000,250000,1350000,150000,8510000,18190000,41640000,15090000,82560000,80000,41000,69000,149000,2016-06-01
Y85,2016,7,815,3,2,여자,80대,5,794000,0.4,0.16,180000,81510000,68630000,58270000,140000,230000,1450000,160000,8480000,18190000,41760000,14810000,82760000,77000,38000,65000,142000,2016-07-01
Y85,2016,8,816,3,2,여자,80대,5,801000,0.4,0.16,180000,81800000,68670000,58230000,140000,230000,1460000,190000,8500000,18230000,41740000,14820000,82730000,78000,40000,62000,140000,2016-08-01
Y85,2016,9,816,3,2,여자,80대,5,809000,0.41,0.16,190000,82050000,68830000,58240000,140000,240000,1470000,200000,8430000,18220000,41960000,14740000,82910000,78000,38000,74000,152000,2016-09-01
Y85,2016,10,816,3,2,여자,80대,5,817000,0.41,0.16,190000,82540000,69190000,58430000,160000,240000,1520000,200000,8530000,18260000,42170000,14700000,83430000,79000,45000,66000,145000,2016-10-01
Y85,2016,11,817,3,2,여자,80대,5,826000,0.41,0.16,190000,83050000,69400000,58440000,160000,250000,1520000,210000,8620000,18190000,42350000,14600000,83680000,79000,44000,67000,146000,2016-11-01
Y85,2016,12,817,3,2,여자,80대,5,835000,0.41,0.16,190000,83490000,69670000,58600000,170000,240000,1540000,250000,8690000,18330000,42410000,14710000,83910000,78000,42000,70000,148000,2016-12-01
Y85,2017,1,817,3,2,여자,80대,5,846000,0.42,0.17,190000,83680000,69860000,58610000,170000,240000,1580000,250000,8760000,18550000,42300000,14830000,83980000,80000,42000,68000,148000,2017-01-01
Y85,2017,2,817,3,2,여자,80대,5,859000,0.42,0.17,180000,83940000,69790000,58560000,190000,250000,1600000,260000,8740000,18570000,42210000,14920000,83900000,78000,39000,63000,141000,2017-02-01
Y85,2017,3,817,3,2,여자,80대,5,869000,0.43,0.17,160000,84330000,69850000,58610000,200000,250000,1590000,270000,8760000,18570000,42240000,14710000,84030000,68000,35000,57000,125000,2017-03-01
Y85,2017,4,817,3,2,여자,80대,5,883000,0.43,0.17,200000,84530000,69870000,58550000,210000,250000,1630000,300000,8770000,18550000,42250000,14550000,84200000,81000,43000,76000,157000,2017-04-01
Y85,2017,5,818,3,2,여자,80대,5,893000,0.43,0.18,190000,84660000,69850000,58550000,220000,250000,1620000,320000,8750000,18610000,42190000,14440000,84380000,78000,41000,71000,149000,2017-05-01
Y85,2017,6,818,3,2,여자,80대,5,902000,0.43,0.18,200000,84620000,69790000,58400000,220000,260000,1680000,320000,8720000,18620000,42140000,14230000,84430000,84000,44000,72000,156000,2017-06-01
Y85,2017,7,818,3,2,여자,80대,5,909000,0.44,0.18,190000,84780000,69810000,58520000,230000,260000,1700000,270000,8660000,18810000,42030000,14190000,84510000,82000,42000,66000,148000,2017-07-01
Y85,2017,8,818,3,2,여자,80대,5,918000,0.44,0.18,200000,84810000,69610000,58460000,230000,260000,1610000,290000,8600000,18710000,41980000,14140000,84270000,82000,43000,75000,157000,2017-08-01
Y85,2017,9,818,3,2,여자,80대,5,926000,0.45,0.18,190000,84980000,69500000,58330000,230000,270000,1610000,310000,8550000,18750000,41870000,14230000,84120000,82000,39000,69000,151000,2017-09-01
Y85,2017,10,818,3,2,여자,80대,5,934000,0.45,0.18,210000,85150000,69510000,58190000,240000,290000,1610000,430000,8630000,18760000,41770000,14250000,84200000,87000,49000,74000,161000,2017-10-01
Y85,2017,11,819,3,2,여자,80대,5,943000,0.46,0.18,200000,85780000,69750000,58420000,240000,300000,1610000,470000,8570000,18690000,42130000,14330000,84390000,80000,44000,76000,156000,2017-11-01
Y85,2017,12,819,3,2,여자,80대,5,996000,0.44,0.18,200000,85790000,69510000,58170000,250000,300000,1640000,430000,8590000,18670000,41890000,14240000,84050000,81000,44000,75000,156000,2017-12-01
